time[d]	beta1		beta2		beta3		beta4		beta5		beta6		ngt[s^-1]	fuel_temp_coeff[pcm/dK]	mod_temp_coeff[pcm/dK]
461.0	1.9145e-04	9.9750e-04	8.9130e-04	2.4639e-03	6.9737e-04	2.4780e-04	3.8817e-04	-5.3008		-0.54182
491.0	1.9812e-04	9.8280e-04	8.8997e-04	2.4700e-03	6.9168e-04	2.3997e-04	3.8598e-04	-5.2209		-0.30767
521.0	1.9889e-04	9.7288e-04	8.8370e-04	2.4378e-03	6.7607e-04	2.3271e-04	3.8330e-04	-5.1333		-0.58084
551.0	2.0080e-04	9.7544e-04	8.8134e-04	2.4039e-03	6.7935e-04	2.3160e-04	3.8057e-04	-5.2854		-0.6639
581.0	1.9877e-04	9.6771e-04	8.8418e-04	2.3744e-03	6.7956e-04	2.2475e-04	3.7835e-04	-5.2628		-0.69405
611.0	2.0047e-04	9.5895e-04	8.8153e-04	2.3850e-03	6.9976e-04	2.1636e-04	3.7628e-04	-5.4686		-0.60664
641.0	1.9882e-04	9.5106e-04	8.6785e-04	2.3712e-03	6.8884e-04	2.1637e-04	3.7402e-04	-5.56		-0.84711
671.0	1.9435e-04	9.5863e-04	8.5234e-04	2.3366e-03	6.8767e-04	2.2879e-04	3.7206e-04	-5.7926		-0.84801
701.0	1.8781e-04	9.6162e-04	8.6640e-04	2.3254e-03	6.7107e-04	2.3073e-04	3.7061e-04	-5.6727		-0.74512
731.0	1.8588e-04	9.6074e-04	8.7831e-04	2.3300e-03	6.8233e-04	2.2826e-04	3.6916e-04	-5.7826		-0.67838
761.0	1.9133e-04	9.4634e-04	8.8887e-04	2.3273e-03	6.7970e-04	2.2739e-04	3.6667e-04	-5.6797		-0.74562
791.0	1.9608e-04	9.3984e-04	8.6815e-04	2.3286e-03	6.7773e-04	2.1876e-04	3.6442e-04	-5.523		-0.86188
821.0	1.9952e-04	9.5540e-04	8.6199e-04	2.3470e-03	6.8391e-04	2.1361e-04	3.6291e-04	-5.4349		-0.78222
851.0	1.9726e-04	9.6040e-04	8.7531e-04	2.3462e-03	6.7602e-04	2.1279e-04	3.6177e-04	-5.6944		-0.82002
881.0	1.9483e-04	9.6360e-04	8.9276e-04	2.3306e-03	6.7498e-04	2.1866e-04	3.6073e-04	-5.7126		-0.71585
911.0	1.9175e-04	9.4850e-04	8.7859e-04	2.3139e-03	6.6579e-04	2.1432e-04	3.5937e-04	-5.8599		-1.0196
941.0	1.9447e-04	9.5319e-04	8.4174e-04	2.3069e-03	6.6164e-04	2.0976e-04	3.5743e-04	-5.8144		-1.0636
971.0	1.9408e-04	9.5332e-04	8.2727e-04	2.2905e-03	6.5154e-04	2.1596e-04	3.5563e-04	-5.7523		-1.2995
1001.0	1.9167e-04	9.5745e-04	8.2963e-04	2.2709e-03	6.5537e-04	2.2449e-04	3.5460e-04	-5.5825		-1.1254
1031.0	1.9138e-04	9.5285e-04	8.4585e-04	2.2726e-03	6.6245e-04	2.2429e-04	3.5388e-04	-5.6756		-0.90744
1061.0	1.9707e-04	9.5805e-04	8.5877e-04	2.2742e-03	6.5183e-04	2.1361e-04	3.5249e-04	-5.7031		-0.79496
1091.0	1.9974e-04	9.5937e-04	8.4789e-04	2.2723e-03	6.5138e-04	2.0919e-04	3.5115e-04	-5.6339		-0.74784
1121.0	1.9785e-04	9.4388e-04	8.3854e-04	2.2635e-03	6.4394e-04	2.0989e-04	3.5011e-04	-5.6113		-0.79701
1151.0	1.9564e-04	9.4546e-04	8.4314e-04	2.2698e-03	6.4823e-04	2.0855e-04	3.4982e-04	-5.4639		-0.94124
1181.0	1.9087e-04	9.6400e-04	8.6010e-04	2.2632e-03	6.5276e-04	2.0987e-04	3.4958e-04	-5.6155		-1.0974
1211.0	1.8903e-04	9.6883e-04	8.3774e-04	2.2569e-03	6.5335e-04	2.1130e-04	3.4733e-04	-5.7509		-0.94348
1241.0	1.9517e-04	9.5349e-04	8.2744e-04	2.2629e-03	6.5016e-04	2.0669e-04	3.4582e-04	-5.6471		-0.906
1271.0	1.9810e-04	9.5223e-04	8.2607e-04	2.2449e-03	6.4988e-04	2.0996e-04	3.4542e-04	-5.4428		-1.2088
1301.0	2.0039e-04	9.5454e-04	8.4086e-04	2.2515e-03	6.4487e-04	2.1484e-04	3.4498e-04	-5.5402		-1.2973
1331.0	1.9657e-04	9.5760e-04	8.5097e-04	2.2336e-03	6.3599e-04	2.1449e-04	3.4402e-04	-5.7418		-1.1461
1361.0	1.9759e-04	9.5069e-04	8.5084e-04	2.2107e-03	6.3985e-04	2.0565e-04	3.4302e-04	-5.7609		-1.1454
1391.0	1.9493e-04	9.5058e-04	8.4274e-04	2.1980e-03	6.5589e-04	2.0811e-04	3.4247e-04	-5.6766		-1.2165
1421.0	1.9132e-04	9.4744e-04	8.4077e-04	2.2407e-03	6.5403e-04	2.0731e-04	3.4101e-04	-5.7818		-1.2271
1451.0	1.8658e-04	9.6126e-04	8.5261e-04	2.2632e-03	6.4392e-04	2.0542e-04	3.4066e-04	-5.9668		-1.1984
1481.0	1.9917e-04	9.4763e-04	8.2020e-04	2.2298e-03	6.5055e-04	2.2251e-04	3.3945e-04	-5.8596		-1.4473
